AIRPORT_SEQ_ID,AIRPORT_ID,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
1000101,10001,Afognak Lake Airport,58.10944444,-152.90666667
1000301,10003,Bear Creek Mining Strip,65.54805556,-161.07166667
1000401,10004,Lik Mining Camp,68.08333333,-163.16666667
1000501,10005,Little Squaw Airport,67.57000000,-148.18388889
1000601,10006,Kizhuyak Bay,57.74527778,-152.88277778
1000701,10007,Klawock Seaplane Base,55.55472222,-133.10166667
1000801,10008,Elizabeth Island Airport,59.15694444,-151.82916667
1000901,10009,Augustin Island,59.36277778,-153.43055556
1001001,10010,Columbia County,42.28888889,-73.71027778
1001002,10010,Columbia County,42.29138889,-73.71027778
1001101,10011,Grand Canyon West,35.99027778,-113.81638889
1001102,10011,Grand Canyon West,35.98611111,-113.81694444
1001103,10011,Grand Canyon West,35.99027778,-113.81638889
1001104,10011,Grand Canyon West,35.98611111,-113.81694444
1001201,10012,Blairstown Airport,40.97111111,-74.99750000
1001301,10013,Crosbyton Municipal,33.62388889,-101.24083333
1001401,10014,Blair Lake,64.36416667,-147.36138889
1001402,10014,Blair Lake,64.36361111,-147.36388889
1001501,10015,Deadmans Bay Airport,57.06666667,-153.93777778
1001601,10016,Hallo Bay Airport,58.45750000,-154.02333333
1001701,10017,Red Lake Airport,57.27722222,-154.34222222
1001801,10018,Shell Lake Airport,61.96388889,-151.55583333
1001901,10019,Navigator Airstrip,65.65555556,-165.35638889
1002001,10020,Roland Norton Memorial Airstrip,66.76583333,-160.15250000
1002002,10020,Roland Norton Memorial,66.76611111,-160.15277778
1002101,10021,Pillar Bay Airport,56.59805556,-134.24277778
1002201,10022,Johnstone Point Airport,60.48138889,-146.58222222
1002202,10022,Johnstone Point Airport,60.48222222,-146.58222222
1002203,10022,Johnstone Point Airport,60.48166667,-146.58416667
1002204,10022,Johnstone Point Airport,60.48222222,-146.58222222
1002205,10022,Johnstone Point Airport,60.48166667,-146.58416667
1002301,10023,Tikchik Lodge Airport,59.95555556,-158.48055556
1002302,10023,Tikchik Lodge Airport,59.95555556,-158.48055556
1002401,10024,Bell Creek Airport,60.78388889,-159.54027778
1002501,10025,Cinnabar Airport,60.78527778,-158.86444444
1002601,10026,Mountaintop Mine Airport,61.39027778,-157.99555556
1002701,10027,Whitebear Airport,61.18888889,-159.85833333
1002801,10028,Puviaq Airport,70.71861111,-154.38833333
1002802,10028,Puviaq Airport,70.71555556,-154.40694444
1002901,10029,Arley Lake Airport,70.74694444,-155.36083333
1003001,10030,Port Vita Airport,58.06555556,-153.07250000
1003101,10031,Kantishna Airport,63.54166667,-150.99388889
1003102,10031,Kantishna Airport,63.54111111,-150.99500000
1003103,10031,Kantishna Airport,63.54166667,-150.99388889
1003104,10031,Kantishna Airport,63.54111111,-150.99500000
1003301,10033,Alpine Airstrip,70.34416667,-150.94472222
1003401,10034,Serpentine Airport,65.85138889,-164.70277778
1003501,10035,Driftwood Bay Airport,53.97277778,-166.85694444
1003601,10036,Bradley Lake Airport,59.77611111,-151.96361111
1003701,10037,Chilkat Lake Airport,59.33166667,-135.89666667
1003801,10038,Nugget Creek Airport,59.28833333,-136.17388889
1003901,10039,Ivotuk Airstrip,68.48333333,-155.73333333
1004001,10040,Pogo Mines Airport,64.44000000,-144.93638889
1004101,10041,Ayakulik River Airport,57.25388889,-154.42222222
1004201,10042,Kiluda Bay Airport,57.32305556,-153.14944444
1004301,10043,Terror Lake Airport,57.96388889,-153.05833333
1004401,10044,Selief Bay Airport,58.98277778,-153.18333333
1004701,10047,Laura Lake Airport,58.36194444,-152.31222222
1004901,10049,Deep Bay Airport,55.56027778,-131.65555556
1005001,10050,Kako Airport,61.89888889,-161.43805556
1005002,10050,Kako Airport,61.89888889,-161.43972222
1005101,10051,Molly Creek Airport,64.09722222,-143.26666667
1005201,10052,Ptarmigan Lake Airport,61.86611111,-141.15972222
1005301,10053,Cape Simpson Airport,71.05694444,-154.72833333
1005401,10054,Kogru River Airport,70.57611111,-152.27111111
1005402,10054,Kogru River Airport,70.57472222,-152.25888889
1005501,10055,Teshepkuk Lake Airport,70.35833333,-153.19666667
1005601,10056,Trident Basin Seaplane Base,57.78083333,-152.39111111
1005801,10058,Lake Florence Airport,57.81666667,-134.58333333
1005901,10059,Lake Hasselborg Airport,57.70000000,-134.26666667
1006001,10060,Distin Lake Airport,57.61666667,-134.36666667
1006101,10061,Port Hobron Airport,57.15000000,-153.15000000
1006201,10062,Mooseville Airstrip Airport,70.28444444,-152.21194444
1006301,10063,Big Bay Airport,58.56250000,-152.59611111
1006401,10064,Wien Lake Airport,64.35277778,-151.27500000
1006501,10065,Silver Salmon Creek Airport,59.96388889,-152.68222222
1006601,10066,Blear Lake Airport,64.33333333,-147.50000000
1006701,10067,Cannery Bay Airport,53.68333333,-166.75000000
1006901,10069,Johnsons Landing,56.03666667,-160.26611111
1007001,10070,International Seafoods Airport,58.26666667,-157.53333333
1007002,10070,International Seafoods Airport,58.26666667,-157.53333333
1007101,10071,Cosna River Airport,64.50000000,-151.66666667
1007201,10072,Ivatuk Airport,68.48777778,-155.75750000
1007401,10074,Cape Sarichef AFS,54.58333333,-164.91250000
1007402,10074,Cape Sarichef Airport,54.58250000,-164.91444444
1007501,10075,Taylor Mountain,60.86777778,-157.39194444
1007601,10076,Coal Creek,65.31111111,-143.13527778
1007602,10076,Coal Creek,65.31138889,-143.13555556
1007603,10076,Coal Creek,65.31166667,-143.13416667
1007604,10076,Coal Creek,65.31138889,-143.13555556
1007605,10076,Coal Creek,65.31166667,-143.13416667
1007801,10078,Karluk Portage Airport,57.53833333,-154.16444444
1007901,10079,Hope Airport,60.90555556,-149.62388889
1007902,10079,Hope Airport,60.90416667,-149.62388889
1007903,10079,Hope Airport,60.90722222,-149.62277778
1007904,10079,Hope Airport,60.90416667,-149.62388889
1007905,10079,Hope Airport,60.90722222,-149.62277778
1008001,10080,Viekoda Bay Airport,57.84944444,-153.11527778
1008201,10082,Cathedral Strip,55.74000000,-162.12527778
1008301,10083,Village Islands Airport,57.77416667,-153.54472222
1008401,10084,Bear Cove Farm,59.73833333,-151.03000000
1008501,10085,Chinitna Bay Airport,59.83333333,-152.58472222
1008601,10086,McKinley National Park,63.73250000,-148.91055556
1008701,10087,Dog Fish Bay,59.24111111,-151.87722222
1008801,10088,Malina Bay Airport,58.17194444,-152.89416667
1008901,10089,Red Fox Bay Airport,58.46444444,-152.59305556
1009001,10090,Shearwater Airport,57.34333333,-152.89722222
1009101,10091,Lake,71.03000000,-154.44361111
1009201,10092,Cape Simpson No. 1,71.50166667,-154.03388889
1009301,10093,Cape Simpson No. 7,70.57388889,-155.32138889
1009401,10094,Cape Simpson #1,70.66277778,-154.83666667
1009501,10095,Nikiski Private Airstrip,60.69027778,-151.28888889
1009601,10096,Petrof Point Airport,59.37638889,-150.76500000
1009701,10097,Denali West Lodge Private,63.75555556,-147.93000000
1009801,10098,Big River Airport,61.85944444,-154.27666667
1010001,10100,Carry Inlet Airport,58.58305556,-152.44583333
1010201,10102,Montague Island Airport,59.92500000,-147.51666667
1010301,10103,Shannon Pond Airport,59.03916667,-158.46388889
1010401,10104,Omalik Lagoon Airport,69.15555556,-163.49722222
1010501,10105,Omolik Lagoon Airport,69.14805556,-163.51027778
1010601,10106,Bradley Lake Project Airport,59.79166667,-151.26666667
1010701,10107,Ice Strip,70.57416667,-155.31805556
1010801,10108,Ice Strip,70.31194444,-153.24916667
1010901,10109,Ice Strip,70.98083333,-157.09500000
1011001,10110,Akulik Air Strip,68.98555556,-163.47972222
1011101,10111,Deadfall Air Strip,69.17083333,-163.25638889
1011201,10112,Eagle Creek Airport,68.67666667,-162.64694444
1011301,10113,Ice Kong,59.95277778,-162.61694444
1011601,10116,Glacier Split,59.63333333,-151.20833333
1011701,10117,Selby Lake Airport,66.95583333,-155.61500000
1011801,10118,Anaa Airport,-17.35388889,-145.50972222
1011802,10118,Anaa Airport,-17.35250000,-145.51000000
1011901,10119,Arrabury Station,-26.70000000,141.04166667
1012001,10120,El Arish International,31.07638889,33.83333333
1012002,10120,El Arish International,31.07333333,33.83583333
1012101,10121,Rabah Bitat,36.82166667,7.81000000
1012102,10121,Rabah Bitat,36.82222222,7.80944444
1012103,10121,Rabah Bitat,36.82944444,7.81388889
1012201,10122,Apalachicola Regional,29.72750000,-85.02750000
1012202,10122,Apalachicola Regional Cleve Randolph Field,29.72750000,-85.02750000
1012203,10122,Apalachicola Regional,29.72750000,-85.02750000
1012204,10122,Apalachicola Regional Cleve Randolph Field,29.72750000,-85.02750000
1012301,10123,Aachen/Merzbruck,50.82305556,6.18611111
1012302,10123,Aachen/Merzbruck,50.82305556,6.18611111
1012303,10123,Aachen/Merzbruck,50.82305556,6.18750000
1012304,10123,Aachen Merzbrueck,50.82305556,6.18750000
1012305,10123,Aachen Merzbruck,50.82305556,6.18750000
1012306,10123,Aachen Merzbrueck,50.82305556,6.18750000
1012401,10124,Arraias Airport,-12.91666667,-46.93333333
1012402,10124,Arraias Airport,-13.02500000,-46.88416667
1012403,10124,Arraias Airport,-13.02583333,-46.88361111
1012404,10124,Arraias Airport,-13.02500000,-46.88416667
1012405,10124,Arraias Airport,-13.02583333,-46.88361111
1012501,10125,Aalborg Airport,57.09305556,9.85000000
1012502,10125,Aalborg Airport,57.09277778,9.84916667
1012503,10125,Aalborg Airport,57.09416667,9.85583333
1012601,10126,Malamala,-24.80833333,31.54166667
1012602,10126,Malamala,-24.81694444,31.54416667
1012701,10127,Al Ain International,24.26166667,55.60916667
1012702,10127,Al Ain International,24.26194444,55.60750000
1012703,10127,Al Ain International,24.26166667,55.60916667
1012801,10128,Anaco Airport,9.43194444,-64.46388889
1012802,10128,Anaco Airport,9.43027778,-64.47083333
1012803,10128,Anaco Airport,9.43000000,-64.47083333
1012804,10128,Anaco Airport,9.43027778,-64.47083333
1012805,10128,Anaco Airport,9.43000000,-64.47083333
1012901,10129,Vityazevo,44.90000000,37.31666667
1012902,10129,Vityazevo,45.00222222,37.34722222
1012903,10129,Anapa Airport,45.00222222,37.34722222
1012904,10129,Vityazevo,45.00222222,37.34722222
1013001,10130,Tirstrup,56.31027778,10.61805556
1013002,10130,Tirstrup,56.30388889,10.62000000
1013003,10130,Aarhus Airport,56.30000000,10.61888889
1013101,10131,Asau W Sam,-13.51666667,-172.65000000
1013201,10132,Araxa Airport,-19.56805556,-46.92916667
1013202,10132,Araxa Airport,-19.56333333,-46.96027778
1013203,10132,Romeu Zema,-19.56333333,-46.96027778
1013401,10134,Abadan Airport,30.36611111,48.23222222
1013402,10134,Abadan Airport,30.36611111,48.23222222
1013403,10134,Abadan Airport,30.36527778,48.23305556
1013501,10135,Lehigh Valley International,40.65472222,-75.43833333
1013502,10135,Lehigh Valley International,40.65222222,-75.44027778
1013503,10135,Lehigh Valley International,40.65222222,-75.44055556
1013504,10135,Lehigh Valley International,40.65222222,-75.44027778
1013505,10135,Lehigh Valley International,40.65222222,-75.44055556
1013506,10135,Lehigh Valley International,40.65250000,-75.44027778
1013601,10136,Abilene Regional,32.40944444,-99.67972222
1013602,10136,Abilene Regional,32.41111111,-99.68166667
1013603,10136,Abilene Regional,32.41138889,-99.68194444
1013701,10137,Abidjan Felix Houphouet Boigny International,5.25555556,-3.92916667
1013702,10137,Abidjan Felix Houphouet Boigny International,5.26138889,-3.92583333
1013703,10137,Felix Houphouet Boigny Abidjan,5.26138889,-3.92583333
1013704,10137,Felix Houphouet Boigny Abidjan International,5.26138889,-3.92583333
1013705,10137,Abidjan Felix Houphouet Boigny International,5.26138889,-3.92583333
1013706,10137,Felix Houphouet Boigny Abidjan International,5.26138889,-3.92583333
1013801,10138,Kabri Dar Airport,6.73388889,44.26611111
1013802,10138,Kebri Dahar,6.73277778,44.24166667
1013803,10138,Kebri Dahar,6.73277778,44.24138889
1013804,10138,Kebri Dahar,6.73277778,44.24166667
1013805,10138,Kebri Dahar,6.73277778,44.24138889
1013901,10139,Ambler River,67.08750000,-157.84583333
1014001,10140,Albuquerque International Sunport,35.04166667,-106.60638889
1014002,10140,Albuquerque International Sunport,35.04027778,-106.60916667
1014003,10140,Albuquerque International Sunport,35.03888889,-106.60833333
1014004,10140,Albuquerque International Sunport,35.04027778,-106.60916667
1014005,10140,Albuquerque International Sunport,35.03888889,-106.60833333
1014101,10141,Aberdeen Regional,45.44972222,-98.42166667
1014102,10141,Aberdeen Regional,45.44916667,-98.42194444
1014103,10141,Aberdeen Regional,45.44833333,-98.42250000
1014104,10141,Aberdeen Regional,45.44666667,-98.42250000
1014105,10141,Aberdeen Regional,45.44916667,-98.42194444
1014106,10141,Aberdeen Regional,45.44666667,-98.42250000
1014201,10142,Abu Simbel Airport,22.37222222,31.61527778
1014202,10142,Abu Simbel Airport,22.37472222,31.60944444
1014203,10142,Abu Simbel Airport,22.37583333,31.61166667
1014204,10142,Abu Simbel Airport,22.37472222,31.60944444
1014205,10142,Abu Simbel Airport,22.37583333,31.61166667
1014301,10143,Al-Baha Airport,20.29611111,41.63416667
1014302,10143,Al-Baha Airport,20.29611111,41.63416667
1014303,10143,King Saud Bin Abdulaziz,20.29611111,41.63416667
1014304,10143,Al Baha,20.29611111,41.63416667
1014305,10143,King Saud Bin Abdulaziz,20.29611111,41.63416667
1014306,10143,King Saud Bin Abdulaziz,20.29833333,41.63583333
1014401,10144,Abuja Nnamdi Azikiwe International,9.00555556,7.26611111
1014402,10144,Abuja Nnamdi Azikiwe International,9.00666667,7.26305556
1014403,10144,Nnamdi Azikiwe International,9.00666667,7.26305556
1014404,10144,Abuja Nnamdi Azikiwe International,9.00666667,7.26305556
1014405,10144,Nnamdi Azikiwe International,9.00666667,7.26305556
1014501,10145,Albury Airport,-36.06833333,146.97666667
1014502,10145,Albury Airport,-36.06777778,146.95805556
1014601,10146,Southwest Georgia Regional,31.53222222,-84.19611111
1014602,10146,Southwest Georgia Regional,31.53555556,-84.19444444
1014701,10147,Aberdeen Dyce,57.20416667,-2.19861111
1014702,10147,Aberdeen Dyce,57.20194444,-2.19777778
1014703,10147,Aberdeen Dyce,57.20250000,-2.19805556
1014704,10147,Aberdeen Dyce,57.20361111,-2.19916667
1014705,10147,Aberdeen Dyce,57.20194444,-2.19777778
1014706,10147,Aberdeen Dyce,57.20361111,-2.19916667
1014801,10148,General Juan N Alvarez International,16.75555556,-99.76694444
1014802,10148,General Juan N Alvarez International,16.75694444,-99.75388889
1014901,10149,Antrim County,44.98472222,-85.19916667
1014902,10149,Antrim County,44.98861111,-85.19833333
1015001,10150,Accra Kotoka International,5.59527778,-0.17083333
1015002,10150,Accra Kotoka International,5.60444444,-0.16750000
1015101,10151,Lanzarote,28.94250000,-13.60472222
1015102,10151,Lanzarote,28.94555556,-13.60527778
1015201,10152,St Gallen Altenrhein,47.48527778,9.56000000
1015202,10152,St Gallen Altenrhein,47.48500000,9.56000000
1015301,10153,Alderney Airport,49.70694444,-2.21527778
1015302,10153,Alderney Airport,49.70611111,-2.21472222
1015303,10153,Alderney Airport,49.70666667,-2.21444444
1015304,10153,Alderney Airport,49.70666667,-2.21472222
1015305,10153,Alderney Airport,49.70611111,-2.21472222
1015306,10153,Alderney Airport,49.70666667,-2.21472222
1015307,10153,Alderney Airport,49.70694444,-2.21472222
1015401,10154,Nantucket Memorial,41.25666667,-70.05972222
1015402,10154,Nantucket Memorial,41.25305556,-70.06027778
1015403,10154,Nantucket Memorial,41.25305556,-70.06000000
1015404,10154,Nantucket Memorial,41.25305556,-70.06027778
1015405,10154,Nantucket Memorial,41.25305556,-70.06000000
1015501,10155,Waco Regional,31.61138889,-97.22861111
1015502,10155,Waco Regional,31.61222222,-97.23027778
1015601,10156,Achutupo Airport,8.43333333,-77.96666667
1015701,10157,Arcata,40.97916667,-124.10750000
1015702,10157,Arcata,40.97805556,-124.10861111
1015703,10157,Arcata,40.97777778,-124.10833333
1015704,10157,California Redwood Coast Humboldt County,40.97777778,-124.10833333
1015705,10157,Arcata,40.97805556,-124.10861111
1015706,10157,California Redwood Coast Humboldt County,40.97777778,-124.10833333
1015801,10158,Nafec Atlantic City,39.45611111,-74.57805556
1015802,10158,Nafec Atl,39.45666667,-74.57777778
1015803,10158,Atlantic City International,39.45750000,-74.57805556
1015804,10158,Atlantic City International,39.45750000,-74.57722222
1015901,10159,Adana Sakirpasa,36.98361111,35.28083333
1015902,10159,Adana International,36.98222222,35.28027778
1016001,10160,Adnan Menderes,38.29472222,27.16000000
1016002,10160,Adnan Menderes,38.29222222,27.15583333
1016101,10161,Andakombe Airport,-7.13611111,145.74416667
1016102,10161,Andakombe Airport,-7.13638889,145.74388889
1016103,10161,Andakombe Airport,-7.13722222,145.74500000
1016201,10162,Haile Selassie I International,8.97805556,38.79944444
1016202,10162,Bole International,8.97805556,38.79944444
1016301,10163,Aden International,12.82777778,45.03055556
1016302,10163,Aden International,12.83444444,45.02888889
1016303,10163,Aden International,12.82944444,45.02888889
1016401,10164,King Abdullah Ben,31.97222222,35.99000000
1016402,10164,Marka International,31.97222222,35.99000000
1016403,10164,Marka International,31.97277778,35.99166667
1016501,10165,Adak NS,51.88277778,-176.64472222
1016502,10165,Adak,51.87805556,-176.64611111
1016503,10165,Adak,51.87805556,-176.64583333
1016504,10165,Adak,51.88361111,-176.64250000
1016505,10165,Adak,51.87805556,-176.64611111
1016506,10165,Adak,51.88361111,-176.64250000
1016601,10166,Adelaide International,-34.94833333,138.53472222
1016602,10166,Adelaide International,-34.94500000,138.53055556
1016701,10167,Ardmore Municipal,34.30305556,-97.01972222
1016702,10167,Ardmore Municipal,34.30416667,-97.02055556
1016703,10167,Ardmore Municipal,34.30388889,-97.02055556
1016704,10167,Ardmore Municipal,34.30416667,-97.02055556
1016705,10167,Ardmore Municipal,34.30388889,-97.02055556
1016801,10168,Andes Airport,5.66666667,-75.88333333
1016802,10168,Andes Airport,5.69805556,-75.87972222
1016803,10168,Andes Airport,5.69777778,-75.88027778
1016804,10168,Andes Airport,5.69805556,-75.87972222
1016805,10168,Andes Airport,5.69777778,-75.88027778
1016901,10169,Andamooka Airport,-30.43777778,137.13722222
1017001,10170,Kodiak Airport,57.75000000,-152.49388889
1017002,10170,Kodiak Airport,57.74972222,-152.49388889
1017003,10170,Kodiak Airport,57.75000000,-152.49388889
1017004,10170,Kodiak Airport,57.74972222,-152.49388889
1017101,10171,Addison,32.96833333,-96.83611111
1017102,10171,Addison,32.96861111,-96.83638889
1017201,10172,Andrews AFB,38.81083333,-76.86722222
1017202,10172,Andrews AFB,38.81083333,-76.86694444
1017203,10172,Joint Base Andrews,38.81083333,-76.86694444
1017204,10172,Andrews AFB,38.81083333,-76.86694444
1017205,10172,Joint Base Andrews,38.81083333,-76.86694444
1017301,10173,RAF Leuchars,56.37277778,-2.86833333
1017302,10173,RAF Leuchars,56.37277778,-2.86861111
1017303,10173,RAF Leuchars,56.37416667,-2.86861111
1017304,10173,RAF Leuchars,56.37277778,-2.86833333
1017305,10173,RAF Leuchars,56.37416667,-2.86861111
1017401,10174,San Andres,12.58333333,-81.70000000
1017402,10174,Sesquicentenario,12.58305556,-81.71166667
1017403,10174,Gustavo Rojas Pinilla,12.58361111,-81.71138889
1017501,10175,Al Dhafra Air Base,24.24833333,54.54777778
1017601,10176,Aleneva Airport,58.03333333,-152.90000000
1017701,10177,Aek Godang,1.40000000,99.43055556
1017801,10178,Abeche Airport,13.85138889,20.85083333
1017802,10178,Abeche Airport,13.84694444,20.84361111
1017803,10178,Abeche Airport,13.84750000,20.84333333
1018001,10180,Aioun El Atrouss Airport,16.70916667,-9.63555556
1018002,10180,Aioun El Atrouss Airport,16.71138889,-9.63777778
1018101,10181,Aeroparque Jorge Newbery,-34.55888889,-58.41583333
1018102,10181,Aeroparque Jorge Newbery,-34.55916667,-58.41583333
1018201,10182,Adler/Sochi Airport,43.45000000,39.93333333
1018202,10182,Adler/Sochi Airport,43.45000000,39.93333333
1018301,10183,Vigra,62.56250000,6.10527778
1018302,10183,Vigra,62.56111111,6.11416667
1018303,10183,Vigra,62.56027778,6.11027778
1018401,10184,Allakaket Airport,66.56166667,-152.65833333
1018402,10184,Allakaket Airport,66.55194444,-152.62222222
1018501,10185,England AFB,31.32416667,-92.54694444
1018502,10185,Alexandria International,31.32750000,-92.54861111
1018601,10186,Akureyri Airport,65.65694444,-18.07222222
1018602,10186,Akureyri Airport,65.66000000,-18.07277778
1018603,10186,Akureyri Airport,65.65666667,-18.07194444
1018604,10186,Akureyri Airport,65.66000000,-18.07277778
1018605,10186,Akureyri Airport,65.65666667,-18.07194444
1018801,10188,San Rafael Airport,-34.58916667,-68.40055556
1018802,10188,San Rafael Airport,-34.58777778,-68.40333333
1018803,10188,San Rafael Airport,-34.58861111,-68.40277778
1018804,10188,San Rafael Airport,-34.58777778,-68.40361111
1018805,10188,San Rafael Airport,-34.58777778,-68.40333333
1018806,10188,San Rafael Airport,-34.58777778,-68.40361111
1018901,10189,USAF Academy Airfield,38.96972222,-104.81250000
1018902,10189,USAF Academy Airfield,38.96972222,-104.81277778
1018903,10189,USAF Academy Airfield,38.97416667,-104.81777778
1018904,10189,USAF Academy Airfield,38.96972222,-104.81277778
1018905,10189,USAF Academy Airfield,38.97416667,-104.81777778
1019001,10190,Nebraska City Municipal,40.60694444,-95.86583333
1019002,10190,Nebraska City Municipal,40.60555556,-95.86777778
1019003,10190,Nebraska City Municipal,40.60638889,-95.86666667
1019004,10190,Nebraska City Municipal,40.60666667,-95.86666667
1019005,10190,Nebraska City Municipal,40.60555556,-95.86777778
1019006,10190,Nebraska City Municipal,40.60666667,-95.86666667
1019101,10191,Afton Municipal,42.71666667,-110.93333333
1019102,10191,Afton Municipal,42.70888889,-110.94222222
1019201,10192,Anson County,35.02388889,-80.08138889
1019202,10192,Anson County,35.02055556,-80.07722222
1019203,10192,Anson County Jeff Cloud Field,35.02055556,-80.07722222
1019204,10192,Anson County,35.02055556,-80.07722222
1019205,10192,Anson County Jeff Cloud Field,35.02055556,-80.07722222
1019401,10194,Fort Worth Alliance,32.98666667,-97.31750000
1019402,10194,Fort Worth Alliance,32.98777778,-97.31888889
1019403,10194,Fort Worth Alliance,32.98750000,-97.31888889
1019404,10194,Fort Worth Alliance,32.98944444,-97.31944444
1019405,10194,Fort Worth Alliance,32.98777778,-97.31888889
1019406,10194,Fort Worth Alliance,32.98944444,-97.31944444
1019407,10194,Fort Worth Alliance,32.99027778,-97.31944444
1019501,10195,Afyon Airport,38.73500000,30.59555556
1019502,10195,Afyon Airport,38.72638889,30.60111111
1019601,10196,Agadir/Inezgane,30.38055556,-9.54583333
1019602,10196,Inezgane,30.38138889,-9.54611111
1019701,10197,Muehlhausen,48.42611111,10.93305556
1019702,10197,Augsburg Airport,48.42444444,10.93222222
1019703,10197,Augsburg Airport,48.42527778,10.93194444
1019801,10198,Allegheny County,40.35472222,-79.93000000
1019802,10198,Allegheny County,40.35472222,-79.93000000
1019803,10198,Allegheny County,40.35444444,-79.93027778
1019804,10198,Allegheny County,40.35444444,-79.92916667
1019805,10198,Allegheny County,40.35444444,-79.93027778
1019806,10198,Allegheny County,40.35444444,-79.92916667
1019901,10199,La Garenne,44.17361111,0.59861111
1019902,10199,La Garenne,44.17388889,0.59305556
1019903,10199,Agen La Garenne,44.17388889,0.59305556
1019904,10199,Agen La Garenne,44.17472222,0.59055556
1019905,10199,La Garenne,44.17388889,0.59305556
1019906,10199,Agen La Garenne,44.17472222,0.59055556
1019907,10199,Agen La Garenne,44.17388889,0.59305556
1020001,10200,Angoram Airport,-4.06583333,144.07388889
1020101,10201,Angelholm-Helsingborg,56.29305556,12.86250000
1020102,10201,Angelholm-Helsingborg,56.29583333,12.84972222
1020103,10201,Angelholm,56.29166667,12.85500000
1020104,10201,Angelholm,56.29111111,12.85500000
1020105,10201,Angelholm,56.29166667,12.85500000
1020106,10201,Angelholm,56.29111111,12.85500000
1020201,10202,Kagua Airport,-6.40333333,143.84666667
1020301,10203,Wanigela Airport,-9.34027778,149.15527778
1020302,10203,Wanigela Airport,-9.33750000,149.15555556
1020401,10204,Angoon Seaplane Base,57.50388889,-134.58333333
1020501,10205,Malaga Airport,36.67166667,-4.49805556
1020502,10205,Malaga Airport,36.67500000,-4.49916667
1020503,10205,Malaga Airport,36.67972222,-4.49583333
1020504,10205,Malaga Airport,36.68000000,-4.49583333
1020505,10205,Malaga Costa del Sol,36.68000000,-4.49583333
1020506,10205,Malaga Airport,36.67500000,-4.49916667
1020507,10205,Malaga Costa del Sol,36.68000000,-4.49583333
1020508,10205,Malaga Airport,36.67972222,-4.49583333
1020601,10206,Agrinion New,38.60416667,21.35194444
1020602,10206,Agrinion Airport,38.60194444,21.35111111
1020701,10207,Agra Airport,27.15833333,77.96277778
1020702,10207,Agra Airport,27.15777778,77.96083333
1020801,10208,Bush Field,33.36916667,-81.96444444
1020802,10208,Augusta Regional at Bush Field,33.36916667,-81.96444444
1020803,10208,Augusta Regional at Bush Field,33.37000000,-81.96444444
1020901,10209,Guarani International,-25.45555556,-54.84361111
1021001,10210,Jesus Teran International,21.70555556,-102.31777778
1021002,10210,Jesus Teran International,21.70083333,-102.31805556
1021003,10210,Jesus Teran International,21.70555556,-102.31777778
1021101,10211,Oswaldo Guevara Mujica,9.55222222,-69.23333333
1021102,10211,Oswaldo Guevara Mujica,9.55333333,-69.23750000
1021201,10212,Agatti Island Airport,10.83333333,72.20000000
1021301,10213,Naha AB,26.19194444,127.64777778
1021401,10214,Abha Airport,18.23861111,42.65500000
1021402,10214,Abha Airport,18.24027778,42.65666667
1021403,10214,Abha Airport,18.24027778,42.65638889
1021404,10214,Abha Airport,18.24027778,42.65666667
1021405,10214,Abha Airport,18.24027778,42.65638889
1021501,10215,Ardmore Airport,34.14694444,-97.12277778
1021502,10215,Ardmore Downtown Executive,34.14694444,-97.12277778
1021601,10216,Athens Municipal,33.94833333,-83.32694444
1021602,10216,Athens/Ben Epps,33.94861111,-83.32638889
1021603,10216,Athens/Ben Epps,33.94861111,-83.32583333
1021604,10216,Athens/Ben Epps,33.94861111,-83.32638889
1021605,10216,Athens/Ben Epps,33.94861111,-83.32583333
1021701,10217,Alghero,40.63055556,8.28888889
1021702,10217,Alghero,40.63222222,8.29083333
1021703,10217,Alghero Fertilia,40.63222222,8.29083333
1021704,10217,Alghero,40.63222222,8.29083333
1021705,10217,Alghero Fertilia,40.63222222,8.29083333
1021706,10217,Alghero,40.63222222,8.29083333
1021801,10218,Ahuas Airport,15.47277778,-84.35138889
1021802,10218,Ahuas Airport,15.47277778,-84.35305556
1021803,10218,Auas,15.47277778,-84.35305556
1021804,10218,Ahuas Airport,15.47277778,-84.35305556
1021805,10218,Auas,15.47277778,-84.35305556
1021901,10219,Amchitka,51.37861111,179.25861111
1022001,10220,Cherif El Idrissi International,35.17972222,-3.83694444
1022002,10220,Cherif El Idrissi International,35.17722222,-3.83944444
1022101,10221,Alliance Municipal,42.05166667,-102.80666667
1022102,10221,Alliance Municipal,42.05333333,-102.80388889
1022103,10221,Alliance Municipal,42.05333333,-102.80361111
1022104,10221,Alliance Municipal,42.05333333,-102.80388889
1022105,10221,Alliance Municipal,42.05333333,-102.80361111
1022201,10222,Anita Bay Airport,56.19000000,-132.44583333
1022301,10223,Anderson Municipal-Darlington Field,40.10861111,-85.61305556
1022302,10223,Anderson Municipal-Darlington Field,40.10861111,-85.61305556
1022401,10224,Aiken Municipal,33.65000000,-81.68472222
1022402,10224,Aiken Municipal,33.64944444,-81.68500000
1022403,10224,Aiken Regional,33.64944444,-81.68500000
1022501,10225,Wainwright Airport,70.63055556,-160.04305556
1022502,10225,Wainwright Airport,70.63805556,-159.99472222
1022601,10226,Aitutaki Airport,-18.85000000,-159.75000000
1022602,10226,Aitutaki Airport,-18.83722222,-159.76111111
