LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-01,101.6822,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-02,101.2238,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-03,100.8054,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-04,100.5178,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-05,100.3106,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-06,100.1161,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-07,99.8925,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-08,99.65459,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-09,99.43542,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-10,99.26199,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-11,99.11231,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-12,98.95785,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-01,98.78211,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-02,98.60406,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-03,98.45729,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-04,98.3715,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-05,98.32264,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-06,98.28603,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-07,98.25237,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-08,98.23161,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-09,98.25388,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-10,98.35749,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-11,98.53384,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-12,98.78766,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-01,99.1245,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-02,99.46066,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-03,99.67955,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-04,99.6887,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-05,99.59399,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-06,99.52669,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-07,99.57436,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-08,99.68436,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-09,99.77995,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-10,99.81413,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-11,99.83785,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-12,99.93309,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-01,100.1563,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-02,100.4106,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-03,100.5499,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-04,100.4523,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-05,100.2088,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-06,99.92566,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-07,99.67293,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-08,99.47306,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-09,99.35685,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-10,99.3668,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-11,99.47675,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-12,99.68021,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-01,99.97865,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-02,100.2764,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-03,100.4427,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-04,100.3739,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-05,100.1881,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-06,100.0317,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-07,100.0029,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-08,100.0461,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-09,100.0788,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-10,100.0471,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-11,99.99124,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-12,99.97851,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-01,100.0613,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-02,100.1914,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-03,100.3011,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-04,100.3366,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-05,100.3124,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-06,100.2432,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-07,100.1349,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-08,100.0214,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-09,99.94176,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-10,99.92242,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-11,99.92604,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-12,99.90353,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-01,99.82322,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-02,99.72607,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-03,99.67496,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-04,99.72084,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-05,99.82271,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-06,99.93283,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-07,100.0259,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-08,100.12,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-09,100.2491,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-10,100.4341,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-11,100.62,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-12,100.7195,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-01,100.6571,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-02,100.4983,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-03,100.3158,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-04,100.1519,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-05,100.0037,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-06,99.85687,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-07,99.70211,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-08,99.5512,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-09,99.42791,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-10,99.35509,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-11,99.31414,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-12,99.28507,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-01,99.25471,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-02,99.21297,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-03,99.15051,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-04,99.06761,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-05,99.00401,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-06,99.02337,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-07,99.17869,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-08,99.39461,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-09,99.57422,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-10,99.64523,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-11,99.64244,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-12,99.60402,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-01,99.54147,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-02,99.44536,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-03,99.28227,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-04,99.02544,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-05,98.75226,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-06,98.57355,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-07,98.57909,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-08,98.68866,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-09,98.81037,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-10,98.89489,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-11,98.97751,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-12,99.12643,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-01,99.39289,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-02,99.69502,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-03,99.91174,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-04,99.94109,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-05,99.84378,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-06,99.68294,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-07,99.49026,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-08,99.29587,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-09,99.12434,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-10,98.99259,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-11,98.88477,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-12,98.78575,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-01,98.69064,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-02,98.60558,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-03,98.54443,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-04,98.5157,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-05,98.48532,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-06,98.40536,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-07,98.24446,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-08,98.06776,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-09,97.96848,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-10,98.01521,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-11,98.12196,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-12,98.16519,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-01,98.04085,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-02,97.78497,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-03,97.43597,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-04,97.02832,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-05,96.67957,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-06,96.57195,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-07,96.87531,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-08,97.42874,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-09,98.05975,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-10,98.65332,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-11,99.14341,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-12,99.44357,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-01,99.48106,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-02,99.42091,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-03,99.46458,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-04,99.74637,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-05,100.1258,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-06,100.3975,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-07,100.4029,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-08,100.2501,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-09,100.0796,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-10,99.98687,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-11,99.96416,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-12,99.99303,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-01,100.0671,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-02,100.163,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-03,100.265,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-01,102.7744,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-02,102.6993,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-03,102.7342,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-04,102.7715,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-05,102.6429,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-06,102.3914,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-07,101.9516,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-08,101.4774,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-09,100.2435,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-10,98.38924,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-11,96.3466,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-12,95.08279,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-01,94.71113,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-02,94.93231,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-03,95.31626,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-04,95.74675,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-05,96.33899,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-06,96.8555,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-07,97.37449,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-08,97.9358,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-09,98.43951,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-10,98.80197,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-11,98.89183,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-12,98.76647,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-01,99.10524,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-02,99.44782,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-03,99.84621,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-04,100.2992,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-05,100.7486,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-06,101.0012,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-07,101.4162,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-08,101.8513,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-09,102.2723,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-10,102.4325,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-11,102.1623,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-12,101.9671,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-01,101.8265,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-02,101.8081,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-03,101.6633,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-04,101.704,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-05,101.913,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-06,102.0724,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-07,101.8285,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-08,101.5191,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-09,101.2231,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-10,101.1448,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-11,100.8723,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-12,100.5498,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-01,100.4424,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-02,100.4022,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-03,100.3071,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-04,100.0544,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-05,99.72099,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-06,99.61044,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-07,99.81838,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-08,100.1181,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-09,100.246,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-10,99.94032,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-11,99.62118,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-12,99.61953,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-01,99.52876,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-02,99.53747,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-03,99.63971,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-04,99.59136,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-05,99.50411,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-06,99.46883,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-07,99.74879,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-08,99.91071,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-09,99.93954,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-10,99.97124,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-11,99.99087,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-12,99.93851,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-01,99.82163,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-02,99.78461,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-03,99.75378,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-04,99.69409,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-05,100.0215,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-06,100.6499,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-07,101.1579,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-08,101.3932,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-09,101.3452,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-10,101.1472,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-11,100.9082,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-12,100.7608,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-01,100.6165,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-02,100.4111,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-03,100.4472,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-04,100.632,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-05,100.6666,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-06,100.5831,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-07,100.6173,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-08,100.89,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-09,100.9429,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-10,100.8175,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-11,100.5734,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-12,100.0876,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-01,99.60794,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-02,99.44038,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-03,99.94994,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-04,100.448,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-05,100.5805,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-06,100.5696,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-07,100.7531,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-08,100.9713,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-09,101.1555,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-10,101.1416,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-11,101.0017,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-12,100.9804,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2017-01,101.0293,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2017-02,100.7607,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2017-03,100.4899,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2017-04,100.4333,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2017-05,100.6451,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2017-06,100.8607,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2017-07,100.7411,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2017-08,100.8146,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2017-09,101.0954,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2017-10,101.466,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2017-11,101.7987,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2017-12,101.6129,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2018-01,101.2653,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2018-02,101.0881,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2018-03,101.306,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2018-04,101.5477,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2018-05,101.5741,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2018-06,101.4302,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2018-07,101.3983,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2018-08,101.2472,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2018-09,101.0758,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2018-10,101.0582,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2018-11,101.1089,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2018-12,101.3573,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2019-01,101.4481,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2019-02,101.3474,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2019-03,101.3153,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2019-04,101.3844,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2019-05,101.1299,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2019-06,100.8064,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2019-07,100.7398,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2019-08,100.8059,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2019-09,100.9009,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2019-10,100.8272,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2019-11,100.6882,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2019-12,100.4218,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2020-01,100.043,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2020-02,99.47444,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2020-03,98.69977,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2020-04,98.12878,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2020-05,98.67744,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2020-06,99.61395,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2020-07,100.5054,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2020-08,101.1159,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2020-09,101.4132,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2020-10,101.7102,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2020-11,102.0328,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2020-12,102.0786,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2021-01,102.2527,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2021-02,102.5147,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2021-03,102.7166,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2021-04,102.9686,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2021-05,103.4227,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2021-06,103.8481,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2021-07,104.0959,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2021-08,104.3184,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2021-09,104.3797,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2021-10,104.392,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2021-11,104.1813,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2021-12,104.0602,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2022-01,104.1003,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2008-01,100.9701,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2008-02,100.8284,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2008-03,100.662,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2008-04,100.5243,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2008-05,100.4858,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2008-06,100.3724,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2008-07,100.1735,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2008-08,99.91891,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2008-09,99.5081,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2008-10,98.84628,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2008-11,98.01869,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2008-12,97.27227,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2009-01,96.74881,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2009-02,96.38854,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2009-03,96.26131,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2009-04,96.48325,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2009-05,96.8264,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2009-06,97.13265,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2009-07,97.44385,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2009-08,97.75462,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2009-09,98.02658,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2009-10,98.33595,
ITA,BCI,AMPLITUD,LTRENDIDX,M,2009-11,98.69032,
